id,historico_id,totais,n1_ano,n2_ano,n3_ano,n4_ano,n5_ano,n6_ano,n7_ano,n8_ano,n9_ano,n1_serie,n2_serie,n3_serie
1145,181,"Dias Letivos",200,200,-,-,-,-,-,-,-,-,-,-
1146,181,"Carga Horária",1000,1000,-,-,-,-,-,-,-,-,-,-
1147,181,Frequência,100%,100%,-,-,-,-,-,-,-,-,-,-
1148,181,"Resultado Final",AP,AP,-,-,-,-,-,-,-,-,-,-
1152,182,"Dias Letivos",200,200,200,200,200,200,200,200,-,-,-,-
1153,182,"Carga Horária",1000,1000,1000,1000,1000,1000,1000,1000,-,-,-,-
1154,182,Frequência,95%,96%,98%,98%,95%,98%,95%,99%,-,-,-,-
1155,182,"Resultado Final",AP,AP,AP,AP,AP,AP,AP,AP,-,-,-,-
1159,183,"Dias Letivos",200,200,200,200,200,200,200,200,200,-,-,-
1160,183,"Carga Horária",1000,1000,1000,1000,1000,1000,1000,1000,1000,-,-,-
1161,183,Frequência,97%,100%,97%,99%,98%,99%,98%,98%,100%,-,-,-
1162,183,"Resultado Final",AP,AP,AP,AP,AP,AP,AP,AP,AP,-,-,-
1166,184,"Dias Letivos",200,-,200,200,-,-,-,-,-,-,-,-
1167,184,"Carga Horária",1000,-,1000,1000,-,-,-,-,-,-,-,-
1168,184,Frequência,95%,-,97%,93%,-,-,-,-,-,-,-,-
1169,184,"Resultado Final",AP,-,AP,AP,-,-,-,-,-,-,-,-
1173,185,"Dias Letivos",200,200,200,-,-,-,-,-,-,-,-,-
1174,185,"Carga Horária",1000,1000,1000,-,-,-,-,-,-,-,-,-
1175,185,Frequência,100%,-,98%,-,-,-,-,-,-,-,-,-
1176,185,"Resultado Final",AP,AP,AP,-,-,-,-,-,-,-,-,-
1180,186,"Dias Letivos",134,200,200,200,200,200,200,200,200,200,-,-
1181,186,"Carga Horária",1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-,-
1182,186,Frequência,91%,95%,96%,97%,89%,96%,95%,91%,98%,99%,-,-
1183,186,"Resultado Final",AP,AP,AP,AP,AP,AP,AP,AP,AP,AP,-,-
1184,187,"Dias Letivos",200,200,200,200,200,200,200,-,-,-,-,-
1185,187,"Carga Horária",1000,1000,1000,1000,1000,1000,1000,-,-,-,-,-
1186,187,Frequência,95%,91%,100%,100%,94%,99%,98%,-,-,-,-,-
1187,187,"Resultado Final",AP,AP,AP,AP,AP,AP,AP,-,-,-,-,-
1191,188,"Dias Letivos",200,200,200,200,200,200,200,200,200,200,200,200
1192,188,"Carga Horária",1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
1193,188,Frequência,-,-,-,-,-,-,-,-,-,95%,90%,96%
1194,188,"Resultado Final",AP,AP,AP,AP,AP,AP,AP,AP,AP,AP,AP,AP
1198,189,"Dias Letivos",200,200,200,200,200,200,200,200,200,200,200,200
1199,189,"Carga Horária",1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
1200,189,Frequência,95%,95%,94%,94%,95%,97%,98%,96%,97%,99%,96%,95%
1201,189,"Resultado Final",AP,AP,AP,AP,AP,AP,AP,AP,AP,AP,AP,AP
1205,190,"Dias Letivos",-,200,200,200,-,-,-,-,-,200,200,200
1206,190,"Carga Horária",-,-,-,-,-,-,-,-,-,1400,1000,1000
1207,190,Frequência,-,-,-,-,-,-,-,-,-,99%,85%,78%
1208,190,"Resultado Final",AP,AP,AP,AP,AP,AP,AP,AP,AP,AP,AP,AP
1212,191,"Dias Letivos",200,200,200,200,200,200,-,-,-,-,-,-
1213,191,"Carga Horária",1000,1000,1000,1000,1000,1000,-,-,-,-,-,-
1214,191,Frequência,-,-,-,-,-,57%,-,-,-,-,-,-
1215,191,"Resultado Final",AP,AP,AP,AP,AP,RE,-,-,-,-,-,-
1219,192,"Dias Letivos",-,200,200,200,200,200,200,200,200,200,200,200
1220,192,"Carga Horária",-,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
1221,192,Frequência,-,-,-,-,100%,99%,98%,99%,99%,99%,98%,99%
1222,192,"Resultado Final",-,AP,AP,AP,AP,AP,AP,AP,AP,AP,AP,AP
1226,193,"Dias Letivos",200,200,200,200,200,200,200,200,200,200,-,-
1227,193,"Carga Horária",1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-,-
1228,193,Frequência,-,-,-,-,-,99%,98%,99%,93%,99%,-,-
1229,193,"Resultado Final",AP,AP,AP,AP,AP,AP,AP,AP,AP,AP,-,-
1230,194,"Dias Letivos",200,200,200,200,200,-,-,-,-,-,-,-
1231,194,"Carga Horária",1000,1000,1000,1000,1000,-,-,-,-,-,-,-
1232,194,"Dias Letivos",96%,96%,95%,96%,97%,-,-,-,-,-,-,-
1233,194,"Resultado Final",AP,AP,AP,AP,AP,-,-,-,-,-,-,-
1237,195,"Dias Letivos",200,200,200,200,200,200,200,200,200,-,-,-
1238,195,"Carga Horária",1000,1000,1000,1000,1000,1000,1000,1000,1000,-,-,-
1239,195,Frequência,98%,99%,97%,98%,97%,97%,95%,99%,99%,-,-,-
1240,195,"Resultado Final",AP,AP,AP,AP,AP,AP,AP,AP,AP,-,-,-
1241,196,"Dias Letivos",200,200,200,200,200,200,200,200,200,-,-,-
1242,196,"Carga Horária",1000,1000,1000,1000,1000,1000,1000,1000,1000,-,-,-
1243,196,Frequência,90%,90%,90%,95%,95%,99%,89%,88%,97%,-,-,-
1244,196,"Resultado Final",AP,AP,AP,AP,AP,AP,AP,AP,AP,-,-,-
1248,197,"Dias Letivos",200,200,200,200,200,200,200,-,-,-,-,-
1249,197,"Carga Horária",1000,1000,1000,1000,1000,1000,1000,-,-,-,-,-
1250,197,Frequência,90%,90%,90%,98%,96%,96%,94%,-,-,-,-,-
1251,197,"Resultado Final",AP,AP,AP,AP,AP,AP,AP,-,-,-,-,-
1252,198,"Dias Letivos",200,200,200,200,200,200,200,200,200,200,200,200
1253,198,"Carga Horária",1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
1254,198,Frequência,98%,96%,90%,92%,100%,96%,98%,99%,99%,91%,75%,78%
1255,198,"Resultado Final",AP,AP,AP,AP,AP,AP,AP,AP,AP,AP,AP,AP
1259,199,"Dias Letivos",200,200,200,200,200,200,200,200,-,-,-,-
1260,199,"Carga Horária",1000,1000,1000,1000,1000,1000,1000,1000,-,-,-,-
1261,199,Frequência,92%,94%,94%,94%,94%,96%,87%,86%,-,-,-,-
1262,199,"Resultado Final",AP,AP,AP,AP,AP,AP,AP,AP,-,-,-,-
1266,200,"Dias Letivos",200,200,200,200,200,200,200,200,200,200,200,200
1267,200,"Carga Horária",1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
1268,200,Frequência,100%,100%,100%,100%,100%,93%,95%,97%,96%,87%,75%,75%
1269,200,"Resultado Final",AP,AP,AP,AP,AP,AP,AP,AP,AP,AP,AP,AP
1270,201,"Dias Letivos",200,200,-,-,-,-,-,-,-,-,-,-
1271,201,"Carga Horária",1000,1000,-,-,-,-,-,-,-,-,-,-
1272,201,Frequência,100%,95%,-,-,-,-,-,-,-,-,-,-
1273,201,"Resultado Final",AP,AP,-,-,-,-,-,-,-,-,-,-
1274,202,"Dias Letivos",200,200,200,200,200,-,-,-,-,-,-,-
1275,202,"Carga Horária",1000,1000,1000,1000,1000,-,-,-,-,-,-,-
1276,202,Frequência,93%,95%,94%,99%,96%,-,-,-,-,-,-,-
1277,202,"Resultado Final",AP,AP,AP,AP,RP,-,-,-,-,-,-,-
1281,203,"Dias Letivos",200,200,200,200,200,200,200,-,-,-,-,-
1282,203,"Carga Horária",1000,1000,1000,1000,1000,1000,1000,-,-,-,-,-
1283,203,Frequência,100%,98%,96%,99%,95%,91%,95%,-,-,-,-,-
1284,203,"Resultado Final",AP,AP,AP,AP,AP,AP,AP,-,-,-,-,-
1288,204,"Dias Letivos",200,200,200,200,200,200,200,200,200,200,200,200
1289,204,"Carga Horária",1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
1290,204,Frequência,99%,98%,96%,98%,88%,99%,95%,93%,81%,80%,76%,86%
1291,204,"Resultado Final",AP,AP,AP,AP,AP,AP,AP,AP,AP,AP,AP,AP
1295,205,"Dias Letivos",200,200,200,200,-,-,-,-,-,-,-,-
1296,205,"Carga Horária",900,1000,1000,1000,-,-,-,-,-,-,-,-
1297,205,Frequência,-,100%,95%,96%,-,-,-,-,-,-,-,-
1298,205,"Resultado Final",AP,AP,AP,AP,-,-,-,-,-,-,-,-
1302,206,"Dias Letivos",200,200,200,200,200,200,200,200,-,-,-,-
1303,206,"Carga Horária",1000,1000,1000,1000,1000,1000,1000,1000,-,-,-,-
1304,206,Frequência,95%,93%,97%,93%,93%,97%,94%,91%,-,-,-,-
1305,206,"Resultado Final",AP,AP,AP,AP,AP,AP,AP,AP,-,-,-,-
1306,207,"Dias Letivos",200,-,-,-,-,-,-,-,-,-,-,-
1307,207,"Carga Horária",1000,-,-,-,-,-,-,-,-,-,-,-
1308,207,Frequência,100%,-,-,-,-,-,-,-,-,-,-,-
1309,207,"Resultado Final",AP,-,-,-,-,-,-,-,-,-,-,-
1313,208,"Dias Letivos",200,-,-,-,-,-,-,-,-,-,-,-
1314,208,"Carga Horária",1000,-,-,-,-,-,-,-,-,-,-,-
1315,208,Frequência,100%,-,-,-,-,-,-,-,-,-,-,-
1316,208,"Resultado Final",AP,-,-,-,-,-,-,-,-,-,-,-
1320,209,"Dias Letivos",200,200,-,-,-,-,-,-,-,-,-,-
1321,209,"Carga Horária",1000,1000,-,-,-,-,-,-,-,-,-,-
1322,209,Frequência,98%,92%,-,-,-,-,-,-,-,-,-,-
1323,209,"Resultado Final",AP,AP,-,-,-,-,-,-,-,-,-,-
1324,210,"Dias Letivos",-,200,200,200,200,200,200,200,200,-,-,-
1325,210,"Carga Horária",-,1000,1000,1000,1000,1000,1000,1000,1000,-,-,-
1326,210,Frequência,-,90%,90%,90%,96%,97%,98%,87%,81%,-,-,-
1327,210,"Resultado Final",-,AP,AP,AP,AP,AP,AP,AP,AP,-,-,-
1328,211,"Dias Letivos",200,-,-,-,-,-,-,-,-,-,-,-
1329,211,"Carga Horária",1000,-,-,-,-,-,-,-,-,-,-,-
1330,211,Frequência,100%,-,-,-,-,-,-,-,-,-,-,-
1331,211,"Resultado Final",AP,-,-,-,-,-,-,-,-,-,-,-
1335,212,"Dias Letivos",-,200,200,200,200,200,200,200,200,200,200,-
1336,212,"Carga Horária",-,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-
1337,212,Frequência,-,-,-,-,-,93%,95%,95%,80%,85%,76%,-
1338,212,"Resultado Final",-,AP,AP,AP,AP,AP,AP,AP,AP,AP,AP,-
1342,213,"Dias Letivos",-,200,200,200,200,200,200,200,-,-,-,-
1343,213,"Carga Horária",-,900,900,900,900,1000,1000,1000,-,-,-,-
1344,213,Frequência,-,-,-,-,-,81%,79%,78%,-,-,-,-
1345,213,"Resultado Final",-,AP,AP,AP,AP,AP,AP,AP,-,-,-,-
1346,214,"Dias Letivos",-,200,200,200,200,200,200,200,200,-,-,-
1347,214,"Carga Horária",-,1000,1000,1000,1000,1000,1000,1000,1000,-,-,-
1348,214,Frequência,-,-,-,92%,85%,84%,76%,75%,79%,-,-,-
1349,214,"Resultado Final",-,AP,AP,AP,AP,AP,AP,AP,AP,-,-,-
1350,215,"Dias Letivos",200,200,200,200,-,-,-,-,-,-,-,-
1351,215,"Carga Horária",1000,1000,1000,1000,-,-,-,-,-,-,-,-
1352,215,Frequência,-,-,100%,50%,-,-,-,-,-,-,-,-
1353,215,"Resultado Final",AP,AP,AP,TRAN,-,-,-,-,-,-,-,-
1357,216,"Dias Letivos",200,-,-,-,-,-,-,-,-,-,-,-
1358,216,"Carga Horária",1000,-,-,-,-,-,-,-,-,-,-,-
1359,216,Frequência,100%,-,-,-,-,-,-,-,-,-,-,-
1360,216,"Resultado Final",AP,TRAN,-,-,-,-,-,-,-,-,-,-
1364,217,"Dias Letivos",200,200,200,200,-,-,-,-,-,-,-,-
1365,217,"Carga Horária",1000,1000,1000,1000,-,-,-,-,-,-,-,-
1366,217,Frequência,-,100%,93%,90%,-,-,-,-,-,-,-,-
1367,217,"Resultado Final",AP,AP,AP,AP,-,-,-,-,-,-,-,-
1371,218,"Dias Letivos",200,200,-,-,-,-,-,-,-,-,-,-
1372,218,"Carga Horária",1000,1000,-,-,-,-,-,-,-,-,-,-
1373,218,"Dias Letivos",100%,93%,-,-,-,-,-,-,-,-,-,-
1374,218,"Resultado Final",AP,AP,-,-,-,-,-,-,-,-,-,-
1378,219,"Dias Letivos",200,200,200,200,200,200,200,200,200,-,-,-
1379,219,"Carga Horária",1000,1000,1000,1000,1000,1000,1000,1000,1000,-,-,-
1380,219,Frequência,100%,100%,100%,100%,100%,96%,94%,82%,87%,-,-,-
1381,219,"Resultado Final",AP,AP,AP,AP,AP,AP,AP,AP,AP,-,-,-
1382,220,"Dias Letivos",200,200,200,200,200,200,200,200,200,-,-,-
1383,220,"Carga Horária",1000,1000,1000,1000,1000,1000,1000,1000,1000,-,-,-
1384,220,Frequência,-,-,-,-,94%,90%,96%,89%,94%,-,-,-
1385,220,"Resultado Final",AP,AP,AP,AP,AP,AP,AP,AP,AP,-,-,-
1389,221,"Dias Letivos",200,200,200,200,200,200,200,200,200,-,-,-
1390,221,"Carga Horária",1000,1000,1000,1000,1000,1000,1000,1000,1000,-,-,-
1391,221,Frequência,99%,98%,100%,97%,99%,82%,88%,91%,91%,-,-,-
1392,221,"Resultado Final",AP,AP,AP,AP,AP,AP,AP,AP,AP,-,-,-
1396,222,"Dias Letivos",-,200,200,200,200,200,200,200,200,200,200,-
1397,222,"Carga Horária",-,800,1000,1000,1000,1000,1000,1000,1000,1000,1000,-
1398,222,Frequência,-,-,-,-,98%,98%,98%,98%,98%,92%,90%,-
1399,222,"Resultado Final",-,AP,AP,AP,AP,AP,AP,AP,AP,AP,AP,-
1403,223,"Dias Letivos",-,-,-,200,200,200,-,-,-,-,-,-
1404,223,"Carga Horária",1000,1111,1000,1000,1000,1000,-,-,-,-,-,-
1405,223,Frequência,-,-,-,93%,96%,92%,-,-,-,-,-,-
1406,223,"Resultado Final",AP,AP,AP,AP,AP,AP,-,-,-,-,-,-
1410,224,"Dias Letivos",-,-,-,-,200,200,200,-,-,-,-,-
1411,224,"Carga Horária",1000,1000,1144,1000,1000,1000,1000,-,-,-,-,-
1412,224,Frequência,-,-,-,-,96%,92%,99%,-,-,-,-,-
1413,224,"Resultado Final",AP,AP,AP,AP,AP,AP,AP,-,-,-,-,-
1417,225,"Dias Letivos",200,200,200,200,200,200,200,200,200,-,-,-
1418,225,"Carga Horária",1000,1000,1000,1000,1000,1000,1000,1000,1000,-,-,-
1419,225,Frequência,-,-,-,100%,99%,99%,96%,98%,100%,-,-,-
1420,225,"Resultado Final",AP,AP,AP,AP,AP,AP,AP,AP,AP,-,-,-
1424,226,"Dias Letivos",207,207,207,-,-,200,200,200,200,-,-,-
1425,226,"Carga Horária",1035,1035,1035,-,-,1000,1000,1000,1000,-,-,-
1426,226,Frequência,97%,95%,96%,-,-,-,81%,99%,84%,-,-,-
1427,226,"Resultado Final",AP,AP,AP,AP,AP,AP,AP,AP,AP,TRAN,-,-
1431,227,"Dias Letivos",200,200,200,-,-,-,-,-,-,-,-,-
1432,227,"Carga Horária",1000,1000,1000,-,-,-,-,-,-,-,-,-
1433,227,Frequência,99%,99%,99%,-,-,-,-,-,-,-,-,-
1434,227,"Resultado Final",AP,AP,AP,-,-,-,-,-,-,-,-,-
1438,228,"Dias Letivos",200,200,200,200,-,-,-,-,-,-,-,-
1439,228,"Carga Horária",1000,1000,1000,1000,-,-,-,-,-,-,-,-
1440,228,Frequência,,-,-,-,-,-,-,-,-,-,-,-
1441,228,"Resultado Final",AP,AP,AP,AP,TRAN,-,-,-,-,-,-,-
1445,229,"Dias Letivos",200,200,-,-,-,-,-,-,-,-,-,-
1446,229,"Carga Horária",1000,1000,-,-,-,-,-,-,-,-,-,-
1447,229,Frequência,98%,97%,-,-,-,-,-,-,-,-,-,-
1448,229,"Resultado Final",AP,AP,-,-,-,-,-,-,-,-,-,-
1452,230,"Dias Letivos",200,200,200,200,200,200,200,200,200,-,-,-
1453,230,"Carga Horária",1000,1000,1000,1000,1000,1000,1000,1000,1000,-,-,-
1454,230,Frequência,96%,94%,100%,95%,97%,88%,77%,75%,94%,-,-,-
1455,230,"Resultado Final",AP,AP,AP,AP,AP,AP,AP,AP,AP,-,-,-
1459,231,"Dias Letivos",200,-,-,-,-,-,-,-,-,-,-,-
1460,231,"Carga Horária",1000,-,-,-,-,-,-,-,-,-,-,-
1461,231,Frequência,89%,-,-,-,-,-,-,-,-,-,-,-
1462,231,"Resultado Final",AP,-,-,-,-,-,-,-,-,-,-,-
1466,232,"Dias Letivos",-,200,200,200,200,200,200,200,200,-,-,-
1467,232,"Carga Horária",-,1000,1000,1000,1000,1000,1000,1000,1000,-,-,-
1468,232,Frequência,-,96%,99%,97%,97%,98%,99%,99%,98%,-,-,-
1469,232,"Resultado Final",AP,AP,AP,AP,AP,AP,AP,AP,AP,-,-,-
1473,233,"Dias Letivos",200,200,200,200,-,-,-,-,-,-,-,-
1474,233,"Carga Horária",1000,1000,1000,1000,-,-,-,-,-,-,-,-
1475,233,Frequência,100%,100%,100%,92%,-,-,-,-,-,-,-,-
1476,233,"Resultado Final",AP,AP,AP,AP,-,-,-,-,-,-,-,-
1480,234,"Dias Letivos",200,200,200,-,-,-,-,-,-,-,-,-
1481,234,"Carga Horária",1000,1000,1000,-,-,-,-,-,-,-,-,-
1482,234,Frequência,80%,87%,100%,-,-,-,-,-,-,-,-,-
1483,234,"Resultado Final",AP,AP,AP,-,-,-,-,-,-,-,-,-
1487,235,"Dias Letivos",200,200,200,200,200,200,200,200,200,-,-,-
1488,235,"Carga Horária",1000,1000,1000,1000,1000,1000,1000,1000,1000,-,-,-
1489,235,Frequência,-,-,-,-,-,99%,88%,97%,92%,-,-,-
1490,235,"Resultado Final",AP,AP,AP,AP,AP,AP,AP,AP,AP,-,-,-
1494,236,"Dias Letivos",200,200,200,200,200,200,200,200,200,200,-,-
1495,236,"Carga Horária",1000,1000,1000,1000,1000,1000,1000,1000,1000,1040,-,-
1496,236,Frequência,100%,100%,96%,98%,96%,98%,98%,98%,99%,89%,-,-
1497,236,"Resultado Final",AP,AP,AP,AP,AP,AP,AP,AP,AP,AP,-,-
1501,237,"Dias Letivos",200,200,200,200,200,200,200,200,200,200,-,-
1502,237,"Carga Horária",800,800,1000,1000,1000,1000,1000,1000,1000,1040,-,-
1503,237,Frequência,94%,80%,96%,93%,96%,93%,94%,96%,93%,94%,-,-
1504,237,"Resultado Final",AP,AP,AP,AP,AP,AP,AP,AP,AP,AP,-,-
1508,238,"Dias Letivos",200,200,200,200,200,-,-,-,-,-,-,-
1509,238,"Carga Horária",1000,1000,1000,1000,1000,-,-,-,-,-,-,-
1510,238,Frequência,-,-,-,-,100%,-,-,-,-,-,-,-
1511,238,"Resultado Final",AP,AP,AP,AP,AP,-,-,-,-,-,-,-
1515,239,"Dias Letivos",200,200,200,200,-,-,-,-,-,-,-,-
1516,239,"Carga Horária",1000,1000,1000,1000,-,-,-,-,-,-,-,-
1517,239,Frequência,94%,100%,95%,90%,-,-,-,-,-,-,-,-
1518,239,"Resultado Final",AP,AP,AP,AP,-,-,-,-,-,-,-,-
1522,240,"Dias Letivos",-,200,200,200,200,200,200,-,-,-,-,-
1523,240,"Carga Horária",-,-,-,-,-,1000,1000,-,-,-,-,-
1524,240,Frequência,-,-,-,-,-,96%,95%,-,-,-,-,-
1525,240,"Resultado Final",AP,AP,AP,AP,AP',AP,AP,-,-,-,-,-
1529,241,"Dias Letivos",200,200,200,200,200,-,-,-,-,-,-,-
1530,241,"Carga Horária",900,1000,1000,1000,1000,-,-,-,-,-,-,-
1531,241,Frequência,-,-,100%,98%,95%,-,-,-,-,-,-,-
1532,241,"Resultado Final",AP,AP,AP,AP,AP,-,-,-,-,-,-,-
1536,242,"Dias Letivos",-,200,200,200,200,200,200,200,200,-,-,-
1537,242,"Carga Horária",-,1000,800,800,1000,1000,1000,1000,1000,-,-,-
1538,242,Frequência,-,-,-,-,96%,87%,79%,80%,85%,-,-,-
1539,242,"Resultado Final",-,AP,AP,AP,AP,AP,AP,AP,AP,-,-,-
1543,243,"Dias Letivos",200,200,200,-,-,-,-,-,-,-,-,-
1544,243,"Carga Horária",1000,1000,1000,-,-,-,-,-,-,-,-,-
1545,243,Frequência,97%,95%,80%,-,-,-,-,-,-,-,-,-
1546,243,"Resultado Final",AP,AP,RP,-,-,-,-,-,-,-,-,-
1550,244,"Dias Letivos",-,200,200,200,200,200,-,-,-,-,-,-
1551,244,"Carga Horária",-,1000,1000,1000,1000,1000,-,-,-,-,-,-
1552,244,Frequência,-,-,96%,98%,98%,-,-,-,-,-,-,-
1553,244,"Resultado Final",-,AP,AP,AP,AP,AP,-,-,-,-,-,-
1557,245,"Dias Letivos",200,200,200,200,200,200,200,200,200,200,-,-
1558,245,"Carga Horária",1000,1000,1000,1000,800,800,800,800,800,1040,-,-
1559,245,Frequência,100%,100%,93%,93%,95%,92%,97%,89%,96%,93%,-,-
1560,245,"Resultado Final",AP,AP,AP,AP,AP,AP,AP,AP,AP,AP,-,-
1564,246,"Dias Letivos",200,-,-,-,-,-,-,-,-,-,-,-
1565,246,"Carga Horária",1000,-,-,-,-,-,-,-,-,-,-,-
1566,246,Frequência,97%,-,-,-,-,-,-,-,-,-,-,-
1567,246,"Resultado Final",AP,-,-,-,-,-,-,-,-,-,-,-
1571,247,"Dias Letivos",200,200,200,200,200,200,-,-,-,-,-,-
1572,247,"Carga Horária",900,900,900,900,1000,1000,-,-,-,-,-,-
1573,247,Frequência,-,-,-,-,93%,79%,-,-,-,-,-,-
1574,247,"Resultado Final",AP,AP,AP,AP,AP,AP,-,-,-,-,-,-
1578,248,"Dias Letivos",-,200,200,200,200,-,-,-,-,-,-,-
1579,248,"Carga Horária",-,1000,1000,1000,1000,-,-,-,-,-,-,-
1580,248,Frequência,-,-,-,98%,81%,-,-,-,-,-,-,-
1581,248,"Resultado Final",AP,AP,AP,AP,AP,-,-,-,-,-,-,-
1585,249,"Dias Letivos",200,200,200,-,-,-,-,-,-,-,-,-
1586,249,"Carga Horária",1000,1000,1000,-,-,-,-,-,-,-,-,-
1587,249,Frequência,94%,97%,99%,-,-,-,-,-,-,-,-,-
1588,249,"Resultado Final",AP,AP,AP,-,-,-,-,-,-,-,-,-
1592,250,"Dias Letivos",-,200,200,200,200,200,200,200,200,200,200,200
1593,250,"Carga Horária",-,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
1594,250,Frequência,-,-,100%,100%,100%,99%,96%,98%,99%,98%,98%,97%
1595,250,"Resultado Final",-,AP,AP,AP,AP,AP,AP,AP,AP,AP,AP,AP
1599,251,"Dias Letivos",200,200,200,-,-,-,-,-,-,-,-,-
1600,251,"Carga Horária",1000,1000,1000,-,-,-,-,-,-,-,-,-
1601,251,Frequência,-,-,100%,-,-,-,-,-,-,-,-,-
1602,251,"Resultado Final",AP,AP,AP,-,-,-,-,-,-,-,-,-
1606,252,"Dias Letivos",200,200,200,200,200,200,-,-,-,-,-,-
1607,252,"Carga Horária",1000,1000,1000,1000,1000,1000,-,-,-,-,-,-
1608,252,Frequência,-,-,-,-,97%,98%,-,-,-,-,-,-
1609,252,"Resultado Final",AP,AP,AP,AP,AP,AP,-,-,-,-,-,-
1613,253,"Dias Letivos",200,200,200,200,200,200,200,-,-,-,-,-
1614,253,"Carga Horária",1000,1000,1000,1000,1000,1000,1000,-,-,-,-,-
1615,253,Frequência,-,-,-,-,-,-,80%,-,-,-,-,-
1616,253,"Resultado Final",AP,AP,AP,AP,AP,AP,AP,-,-,-,-,-
1620,254,"Dias Letivos",200,-,-,-,-,-,-,-,-,-,-,-
1621,254,"Carga Horária",1000,-,-,-,-,-,-,-,-,-,-,-
1622,254,Frequência,91%,-,-,-,-,-,-,-,-,-,-,-
1623,254,"Resultado Final",AP,-,-,-,-,-,-,-,-,-,-,-
1627,255,"Dias Letivos",200,200,200,200,200,200,200,200,-,-,-,-
1628,255,"Carga Horária",-,1000,1000,1000,1000,1000,1000,1000,-,-,-,-
1629,255,Frequência,-,96%,99%,96%,99%,99%,100%,99%,-,-,-,-
1630,255,"Resultado Final",AP,AP,AP,AP,AP,AP,AP,AP,-,-,-,-
1634,256,"Dias Letivos",200,200,200,200,200,200,200,200,200,200,200,200
1635,256,"Carga Horária",900,900,900,900,900,900,1000,1000,1000,1000,1000,1000
1636,256,Frequência,-,-,-,-,-,-,99%,98%,99%,93%,92%,95%
1637,256,"Resultado Final",AP,AP,AP,AP,AP,AP,AP,AP,AP,AP,AP,AP
1641,257,"Dias Letivos",200,200,-,-,-,-,-,-,-,-,-,-
1642,257,"Carga Horária",1000,1000,-,-,-,-,-,-,-,-,-,-
1643,257,Frequência,100%,98%,-,-,-,-,-,-,-,-,-,-
1644,257,"Resultado Final",AP,AP,-,-,-,-,-,-,-,-,-,-
1648,258,"Dias Letivos",200,200,200,-,-,-,-,-,-,-,-,-
1649,258,"Carga Horária",1000,1000,1000,-,-,-,-,-,-,-,-,-
1650,258,Frequência,-,-,98%,-,-,-,-,-,-,-,-,-
1651,258,"Resultado Final",AP,AP,AP,-,-,-,-,-,-,-,-,-
1652,259,"Dias Letivos",-,200,200,200,200,200,200,200,200,200,200,200
1653,259,"Carga Horária",-,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
1654,259,Frequência,-,-,95%,100%,100%,99%,99%,97%,96%,98%,90%,95%
1655,259,"Resultado Final",-,AP,AP,AP,AP,AP,AP,AP,AP,AP,AP,AP
1656,260,"Dias Letivos",200,-,-,-,-,-,-,-,-,-,-,-
1657,260,"Carga Horária",1000,-,-,-,-,-,-,-,-,-,-,-
1658,260,Frequência,100%,-,-,-,-,-,-,-,-,-,-,-
1659,260,"Resultado Final",AP,-,-,-,-,-,-,-,-,-,-,-
1663,261,"Dias Letivos",200,200,200,200,200,200,-,-,-,-,-,-
1664,261,"Carga Horária",1000,1000,1000,1000,1000,1000,-,-,-,-,-,-
1665,261,Frequência,100%,98%,92%,99%,100%,97%,-,-,-,-,-,-
1666,261,"Resultado Final",AP,AP,AP,AP,AP,AP,-,-,-,-,-,-
1670,262,"Dias Letivos",200,200,200,200,200,-,-,-,-,-,-,-
1671,262,"Carga Horária",1000,1000,1000,1000,1000,-,-,-,-,-,-,-
1672,262,Frequência,-,-,-,-,77%,-,-,-,-,-,-,-
1673,262,"Resultado Final",AP,AP,AP,AP,AP,-,-,-,-,-,-,-
1677,263,"Dias Letivos",-,200,200,200,200,200,200,200,-,-,-,-
1678,263,"Carga Horária",-,1000,1000,1000,1000,1000,1000,1000,-,-,-,-
1679,263,Frequência,-,-,-,-,-,97%,96%,97%,-,-,-,-
1680,263,"Resultado Final",-,AP,AP,AP,AP,AP,AP,RE,-,-,-,-
1684,264,"Dias Letivos",200,200,-,-,-,-,-,-,-,-,-,-
1685,264,"Carga Horária",1000,1000,-,-,-,-,-,-,-,-,-,-
1686,264,Frequência,95%,100%,-,-,-,-,-,-,-,-,-,-
1687,264,"Resultado Final",AP,AP,-,-,-,-,-,-,-,-,-,-
1691,265,"Dias Letivos",-,-,200,200,200,200,-,-,-,-,-,-
1692,265,"Carga Horária",-,-,1000,1000,1000,1000,-,-,-,-,-,-
1693,265,Frequência,-,-,100%,96%,96%,83%,-,-,-,-,-,-
1694,265,"Resultado Final",AP,AP,AP,AP,AP,AP,-,-,-,-,-,-
1698,266,"Dias Letivos",200,200,200,200,200,200,-,-,-,-,-,-
